source,line,alarm_key,message,classification,alarm_occurrences,alarm_occurrences_linked_to_stop,alarm_occurrence_stop_association_pct,attributed_zone_stops,attributed_zone_stop_minutes,average_zone_stop_minutes,same_zone_pct,average_alarm_to_stop_seconds,average_confidence_score
3GT,TAM21,L21_P1_0202CL.stat.Ftr,P1_0202CL Fail to Retract,LONG_DURATION,16,5,31.25,10,688,68.8,0,82.97,1
3GT,TAM02,P6_4024PRSFAIL1,Z4B : 4024PRS fail to be ON,LONG_DURATION,42,2,4.762,3,686,228.67,33.33,38.48,1.33
3GT,TAM05,P7_Miss_Array,"Z5B : Jam at the walking beam, array missing at 542PRS",STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,351,24,6.838,43,683,15.88,11.63,77.08,1.91
FLEX,TAM25,[00G3_K002]Program:EM02G4_Operator_Interface.ALMD_S001PBL_Actuated,EM02G4 S001PBL ZONE STOP #1,STOP_ALARM_CANDIDATE|ROOT_CAUSE_CANDIDATE,162,17,10.494,37,682,18.43,0,81.81,2.62
3GT,TAM02,P6_REDOSE_ALMT2,Z4B : Tower 2 IPA Processing Dose Alarm,ROOT_CAUSE_CANDIDATE|LONG_DURATION,100,20,20,36,679,18.86,27.78,31.96,2.25
3GT,TAM01,P0_PCE_DOOR_OPN,Z2B : Precure Enclosure door opened,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE|ROOT_CAUSE_CANDIDATE|LONG_DURATION,86,20,23.256,40,676,16.9,12.5,63.67,3
FLEX,TAM31,[00G3_K002]Program:EM0240_Deposition.ALMD_T001SVP_Driver_Fault,EM0240 T001SVP Deposition Horizontal Driver fault,STOP_ALARM_CANDIDATE|ROOT_CAUSE_CANDIDATE,121,9,7.438,23,674,29.3,0,71.05,2.87
3GT,TAM18,ST_Z07_Alarm_SrvcDoor,Service Door Open,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE|LONG_DURATION,39,8,20.513,18,668,37.11,0,69.79,2.67
3GT,TAM20,P1_CMD_TL,Z3  : CMD Top Left (304CL),ROOT_CAUSE_CANDIDATE,420,24,5.714,40,664,16.6,22.5,105.12,1.88
FLEX,TAM26,[00G3_K002]Program:EM02G4_Operator_Interface.ALMD_S001PBL_Actuated,EM02G4 S001PBL ZONE STOP #1,STOP_ALARM_CANDIDATE,53,3,5.66,7,660,94.29,0,48.21,2
3GT,TAM01,P3_CTN_JAM_HOPR,Z8  : 861PRS Carton jam underneath the hopper,STOP_ALARM_CANDIDATE,88,12,13.636,24,654,27.25,0,80.23,2
3GT,TAM07,DevicewiseEDHR_Online,EDHR Client DeviceWise Offline,UNCLASSIFIED,652,19,2.914,35,651,18.6,0,108.49,1
3GT,TAM06,P1_304CL_ERR_1,Z3  : 304CL Fail to EXTEND  (Bottom finger L),UNCLASSIFIED,106,8,7.547,19,651,34.26,52.63,118.32,1.53
FLEX,TAM26,[00G3_K042]Program:UN03_Standard.ALMD_03G6_B002GLS,Z03 Guard Door Open =03G6_B002GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,33,6,18.182,9,651,72.33,55.56,88.2,2.56
FLEX,TAM25,[00G3_K042]Program:UN10_Standard.ALMD_10G6_B505GLS,Z10 Guard Door Open =10G6_B505GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,375,2,0.533,4,651,162.75,0,-27.91,2
FLEX,TAM29,[00G3_K502]Program:EM1062_Carton_Case_Xfer_Robot.ALMD_K501CTL_Guard_Open,EM1062 Robot Error: Safety Guard Open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,2393,9,0.376,21,649,30.9,0,80.96,2
3GT,TAM07,P6_IVK_COM_TOUT,Z4B : Communication time out with IVEK3,STOP_ALARM_CANDIDATE|LONG_DURATION,63,5,7.937,8,642,80.25,25,155.5,2.25
3GT,TAM17,P6_RTRN_GRD_OPN,Z4B : Return conveyor guard cover opened,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE|LONG_DURATION,34,3,8.824,4,642,160.5,0,47.19,3
3GT,TAM22,L22_P3_Z05B_Alarm.HMI_ManSel_PreDose,Z05B : HMI Manual Selected at Pre-Dose,UNCLASSIFIED,37,8,21.622,17,636,37.41,23.53,81.46,1.24
3GT,TAM06,P6_REDOSE_ALMT2,Z4B : Tower 2 Solvent Processing Dose Alarm,UNCLASSIFIED,169,18,10.651,26,634,24.38,53.85,12.09,1.54
FLEX,TAM28,[00G3_K042]Program:UN03_Standard.ALMD_03G6_B004GLS,Z03 Guard Door Open =03G6_B004GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,920,15,1.63,30,631,21.03,86.67,67.44,2.87
3GT,TAM06,P2_550PHS_OF_ER,Z5B : 550PHS still ON,ROOT_CAUSE_CANDIDATE,617,30,4.862,39,630,16.15,15.38,16.61,2
3GT,TAM10,P0_PCE_DOOR_OPN,Z2B : Precure Enclosure door opened,DOOR_OR_GUARD|POSSIBLE_OPERATOR_ACCESS_LEGACY|STOP_ALARM_CANDIDATE,28,6,21.429,12,629,52.42,25,102.76,2.5
3GT,TAM22,L22_P3_Z05B_Warning.DI_Seal_Prss_NoinRange,Z05B : DI Seal Pressure not inrange,WARNING|CASCADE_SYMPTOM_CANDIDATE,3967,32,0.807,34,626,18.41,79.41,67.09,1.47
3GT,TAM18,P1_518SRV_ERR_7,Z4  : 518SRV Lag error      (Stage pusher),UNCLASSIFIED,61,8,13.115,10,621,62.1,40,36.78,1.4
FLEX,TAM27,[00G3_K022]Program:EM0542_Foil_Transfer.ALMD_K001CTL_Guard_Open,EM0542 Foil Transfer Robot Error: Safety Guard Open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1884,22,1.168,25,620,24.8,0,88.24,2
FLEX,TAM31,[00G3_K502]Program:EM08G4_Operator_Interface.ALMD_S502PBL_Actuated,EM08G4 S502PBL ZONE STOP PB2,STOP_ALARM_CANDIDATE|ROOT_CAUSE_CANDIDATE,124,11,8.871,30,617,20.57,0,71.94,2.47
3GT,TAM23,L23_P4_0803SRV.Over_Travel_Neg,P4_0803SRV Negative Over Travel,LONG_DURATION,48,1,2.083,1,615,615,0,220.77,1
3GT,TAM06,P2_514LS_OPENED,Z5B : Foil transfer unit opened,ROOT_CAUSE_CANDIDATE|LONG_DURATION,44,14,31.818,23,610,26.52,30.43,-6.48,2.22
3GT,TAM06,P6_4024PRSFAIL1,Z4B : 4024PRS fail to be ON,ROOT_CAUSE_CANDIDATE,82,10,12.195,14,609,43.5,50,125.24,2.21
3GT,TAM22,L22_P3_Z05A_Warning.RBT_Parts_Reject,Z05A : Robot Parts Reject,WARNING|CASCADE_SYMPTOM_CANDIDATE,5531,17,0.307,17,606,35.65,88.24,119.12,1.41
3GT,TAM23,L23_P4_Z08_Warning.Hotmelt_standby,Z08 : Hotmelt applicator is stanby,WARNING|LONG_DURATION,96,15,15.625,24,605,25.21,0,86.82,1
FLEX,TAM27,[00G3_K042]Program:UN01_Standard.ALMD_0110_B010GLS,FC/BC IMM Door Open 0110+MA-B010GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|ROOT_CAUSE_CANDIDATE|LONG_DURATION,158,26,16.456,48,604,12.58,0,107.13,3
FLEX,TAM27,[00G3_K042]Program:UN05_Standard.ALMD_05G6_B003GLS,Z05 Guard Door Open =05G6_B003GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,336,18,5.357,28,600,21.43,60.71,78.08,2.61
3GT,TAM20,P1_4222CL_ERR_2,Z4  : 422CL-2 Fail to RETRACT(FC xfer X2),LONG_DURATION,15,1,6.667,7,599,85.57,14.29,112.62,1.14
FLEX,TAM28,[00G3_K042]Program:UN05_Standard.ALMD_05G6_B012GLS,Z05 Under Guard Door Open =05G6_B012GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,52,5,9.615,7,595,85,14.29,131.73,2.29
FLEX,TAM25,[04G3_K002]Program:EM0472_Tower3_Extraction.ALMD_F001CB_Tripped,EM0472 F001CB Regloplas box circuit breaker Tripped,LONG_DURATION,3,1,33.333,1,594,594,0,102.79,1
3GT,TAM18,P3_HMI1_ComlLoss,Z8  : Unable to Communicate with HMI #1,ROOT_CAUSE_CANDIDATE,564,27,4.787,39,592,15.18,0,80.75,1.72
3GT,TAM23,L23_P4_Z08_Warning.Carton_Conv_Low,Z08 : Carton conveyor is low,WARNING|ROOT_CAUSE_CANDIDATE|LONG_DURATION,212,19,8.962,35,592,16.91,0,32.39,1.66
3GT,TAM18,P2_557CL_ERR_2,Z5B : 557CL Fail to RETRACT,UNCLASSIFIED,12,1,8.333,2,590,295,0,-21.94,1
3GT,TAM02,P1_4082CL_ERR_2,Z4  : 408CL-2 Fail to RETRACT(Plt xfr2-2@Jnc),CASCADE_SYMPTOM_CANDIDATE,292,3,1.027,5,585,117,20,38.03,1.2
3GT,TAM01,P3_606PHS_MISS,Z6  : 606PHS Tray jam or sensor fail (Missing),STOP_ALARM_CANDIDATE,65,8,12.308,14,581,41.5,7.14,143.57,2.07
3GT,TAM05,P2_526PRS_ON_ER,Z5B : 526PRS Puck not detect,UNCLASSIFIED,5,2,40,4,580,145,25,47.69,1.25
3GT,TAM01,PSS2_SLV_LOW,PSS2: Sleeve Level Low/Low,UNCLASSIFIED,94,4,4.255,10,572,57.2,0,93.96,1
3GT,TAM10,P1_423CL_ERR_1,Z4  : 423CL Fail to EXTEND  (FC xfer X-axis),UNCLASSIFIED,20,1,5,2,572,286,50,52.01,1.5
3GT,TAM01,P3_NOT_EMPTY1,Z6  : 607PHS Array remaining in tray slot,CASCADE_SYMPTOM_CANDIDATE,645,20,3.101,28,563,20.11,57.14,139.28,1.36
FLEX,TAM24,[00G3_K002]Program:EM0332_FC_Transfer.ALMD_K001CTL_Guard_Open,EM0332 FC Transfer Robot Error: Safety Guard Open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1338,11,0.822,15,562,37.47,0,148.13,2
FLEX,TAM28,[00G3_K002]Program:EM0312_Demold.ALMD_00G7_M003SV_Not_Ready,EM0312 Z02/Z03 SV Not Ready (EM00G7-M003SV),STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1275,23,1.804,23,560,24.35,100,64.04,2.96
3GT,TAM01,P2_533CL_ERR_1,Z5AB: 533CL Fail to extend  (Rtrn buffer out),UNCLASSIFIED,56,1,1.786,1,560,560,100,79.99,2
3GT,TAM01,P1_401VAC_Err,Z4: FC Transfer 400VAC Error,ROOT_CAUSE_CANDIDATE,188,20,10.638,34,555,16.32,26.47,102.3,1.94
3GT,TAM02,P7_PULL_CODE,PLC7: Emergency stop pull cord pulled,STOP_ALARM_CANDIDATE|LONG_DURATION,14,7,50,11,553,50.27,45.45,73.8,2.45
3GT,TAM01,P3_1099SV_FAIL,Z10 : 1099SV failure (Shutdown valve),ROOT_CAUSE_CANDIDATE,150,9,6,17,548,32.24,0,61.64,1.82
3GT,TAM17,P1_CMD_TL,Z3  : CMD Top Left (304CL),ROOT_CAUSE_CANDIDATE,274,11,4.015,21,546,26,66.67,140.66,2.38
FLEX,TAM31,[00G3_K022]Program:EM0522_Good_Robot.ALMD_K001CTL_Guard_Open,EM0522 Good Robot Error: Safety Guard Open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,2771,12,0.433,21,546,26,0,-22.17,2
FLEX,TAM26,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B008GLS,Z02 Guard Door Open =02G6_B008GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,48,15,31.25,25,544,21.76,24,69.09,2.76
3GT,TAM18,P1_HEMA_ERR,Z4  : Consective Detection HEMARing,ROOT_CAUSE_CANDIDATE,270,19,7.037,28,542,19.36,42.86,83.83,2
3GT,TAM02,P1_SHINGLE_DET3,Z4  : FC shingle detect at 411PHS_3,ROOT_CAUSE_CANDIDATE,315,17,5.397,21,538,25.62,38.1,60.08,2.14
3GT,TAM07,P2_510SHINGLE,Z5B : Shingle P.P. (510PHS),UNCLASSIFIED,128,8,6.25,12,535,44.58,16.67,34.14,1.17
3GT,TAM17,P3_862PHS_MISS,Z8  : 862PHS Carton missing (Check jam or sensor),STOP_ALARM_CANDIDATE,78,5,6.41,11,535,48.64,0,30.22,2
3GT,TAM07,P7_CMD_FOIL_REJ,Z5B : Consecutive foil reject,ROOT_CAUSE_CANDIDATE,207,17,8.213,32,534,16.69,3.12,59.64,1.91
3GT,TAM07,P7_510VAC_ERR,Z5B : 510VAC array xfer vacuum fault,ROOT_CAUSE_CANDIDATE,380,21,5.526,33,530,16.06,27.27,101.18,1.88
3GT,TAM06,P3_CM3_OCV_FAIL,Z8  : Camera3 3 consecutive OCV failure,UNCLASSIFIED,1034,13,1.257,22,520,23.64,0,78.67,1
3GT,TAM10,P8_1001PRS_MISS,Z10 : Sleeve hopper is empty,UNCLASSIFIED,101,4,3.96,9,520,57.78,0,64.71,1
3GT,TAM07,P3_HMI1_ComlLoss,Z8  : Unable to Communicate with HMI #1,NUISANCE_CHATTER_CANDIDATE,527,6,1.139,11,513,46.64,0,123.16,1
3GT,TAM02,P1_403CL_ERR_2,Z4  : 403CL Fail to RETRACT (FC xfer inlet),ROOT_CAUSE_CANDIDATE,108,19,17.593,26,508,19.54,34.62,60.14,2.27
3GT,TAM21,L21_P2_0427PRS.Alarm1,Z04B : 427PRS Sensor fail to be on,UNCLASSIFIED,5,1,20,2,507,253.5,0,97.49,1
3GT,TAM18,P7_PULL_CODE,PLC7: Emergency stop pull cord pulled,STOP_ALARM_CANDIDATE|LONG_DURATION,5,2,40,12,503,41.92,16.67,60.64,2.17
3GT,TAM01,P3_ZSTOP_AJ_Z07_1,Z6  : Zone stop caused by adjacent zone7,STOP_ALARM_CANDIDATE|LONG_DURATION,73,6,8.219,6,503,83.83,83.33,79.04,2.83
FLEX,TAM27,[00G3_K022]Program:EM0901_PP_IMM_Xfer.ALMD_RBT1_Door_Open,EM0901 PP Carry Over Robot Error: Door Open,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE|LONG_DURATION,234,25,10.684,28,502,17.93,0,75.71,2
3GT,TAM07,P0_O2_LEVEL_ERR,Z2B : Zone02B O2 Level reached alarm level,UNCLASSIFIED,79,10,12.658,15,502,33.47,6.67,30.85,1.07
3GT,TAM02,P1_427PRS_FAIL1,Z4  : 427PRS fail to be ON,UNCLASSIFIED,42,6,14.286,7,501,71.57,57.14,74.37,1.57
3GT,TAM01,P1_FC_VRIFY_ERR,Z4  : FC detected on the stage (FC verify),ROOT_CAUSE_CANDIDATE,157,13,8.28,17,500,29.41,41.18,99.84,2
3GT,TAM01,P17_Foil_WebGuide_Z05C_RunAlm_2,Z05C: Web Guide - Upstream misalignment detected,CONFIRMED_RUN_ALARM_BY_NAME|CASCADE_SYMPTOM_CANDIDATE,23315,15,0.064,26,498,19.15,26.92,88.87,1
3GT,TAM07,P7_Foil_WebGuide_Z05C_RunAlm_10,Z05C: Web Guide Sensor 1 - Low contrast Edge detected,CONFIRMED_RUN_ALARM_BY_NAME|NUISANCE_CHATTER_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,21129,18,0.085,30,496,16.53,16.67,55.68,1
3GT,TAM02,P0_IVEK_Fault,Z2B : IVEK FAULT (Monomer dosing),ROOT_CAUSE_CANDIDATE|LONG_DURATION,63,8,12.698,11,496,45.09,27.27,109.81,1.73
FLEX,TAM28,[00G3_K502]Program:EM06G4_Operator_Interface.ALMD_Z05_PBL_Actuated,Zone05 ZONE STOP PB,STOP_ALARM_CANDIDATE|CASCADE_SYMPTOM_CANDIDATE,1846,4,0.217,4,496,124,100,34.83,2.75
3GT,TAM18,P0_Zone02B_NoMove,Z2B : Zone02B not moving...,ROOT_CAUSE_CANDIDATE,189,25,13.228,40,495,12.38,0,78.03,1.57
3GT,TAM22,L22_ST_Z07_Alarms.Z8Stop,Zone 8 Stop,CASCADE_SYMPTOM_CANDIDATE,1882,2,0.106,3,494,164.67,0,-1.88,1
3GT,TAM20,P3_1001BCR_TO,Z10 : 1001BCR Communication time out failure,STOP_ALARM_CANDIDATE,195,15,7.692,27,493,18.26,0,155.67,2
3GT,TAM01,P0_230CL_ERR_1,Z2B : 230CL Fail to EXTEND  (Prec xfer U/D),ROOT_CAUSE_CANDIDATE,53,12,22.642,20,493,24.65,10,57.49,1.85
FLEX,TAM25,[00G3_K042]Program:UN02_Standard.ALMD_02G6_B008GLS,Z02 Guard Door Open =02G6_B008GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,41,9,21.951,13,492,37.85,30.77,75.91,2.77
3GT,TAM05,P2_54PS_ERROR,Z5AB : 54PS Air pressure low,LONG_DURATION,90,13,14.444,21,491,23.38,23.81,55.36,1.24
3GT,TAM07,P1_CMD_FAIL,Z3  : Consecutive miss demold (->Chk FINGER),ROOT_CAUSE_CANDIDATE,199,11,5.528,25,490,19.6,44,153.47,1.84
3GT,TAM20,P2_21IDC_FAULT,"PLC2: IDC to 511,512,513,514 disconnect",UNCLASSIFIED,890,24,2.697,36,487,13.53,44.44,147.12,1.44
3GT,TAM02,P2_515PRS_ON_ER,Z5B : 515PRS Puck not detect,ROOT_CAUSE_CANDIDATE,61,5,8.197,10,487,48.7,10,70.96,2
FLEX,TAM31,[00G3_K042]Program:UN01_Standard.ALMD_01G6_B001GLS,Z01 Guard Door Open  =01G6+MA-B001GLS,DOOR_OR_GUARD|OPERATOR_INITIATED_FLEX|STOP_ALARM_CANDIDATE|LONG_DURATION,4,2,50,4,485,121.25,25,43.32,3
3GT,TAM22,L22_P1_Z02B_Warning.BC_PickUp_Fail_Left,Z02B : BC pick up fail left side,WARNING|CASCADE_SYMPTOM_CANDIDATE,2175,1,0.046,1,483,483,0,-1.51,1
