AlarmSeq,AlarmId,AlarmType,Line,Zone,TagName,Priority,Comment,OriginationTime,ReturnTime,AlarmTime,DateInserted,DurationMinutes
117727559,19556125,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-10 16:28:24.710,2026-08-10 16:28:28.713,4,2026-08-10 16:30:08.150,0.06671666666666667
117727506,13867665,DSC   ,VISUS3GTHMI21,L21_P3_Z05B_Alarms,L21_P3_Z05B_Warning.DI_Inret_Blow_Press_NoinRange,300,Z05B : DI inlet blow pressure not inrange (522PS),2026-08-10 16:28:21.983,2026-08-10 16:28:24.000,3,2026-08-10 16:30:08.070,0.03361666666666666
117727640,21008928,DSC   ,VISUS3GTHMI17,Zone04B,P6_4006CL_ERR_1,1,Z4B : 4006CL Fail to Extend,2026-08-10 16:28:21.887,2026-08-10 16:31:12.383,171,2026-08-10 16:33:08.183,2.8416
117727485,80171040,DSC   ,VISUS3GTHMI18,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_2,1,Z05C: Web Guide - Upstream misalignment detected,2026-08-10 16:28:18.393,2026-08-10 16:28:20.997,2,2026-08-10 16:30:08.040,0.0434
117727504,13867664,DSC   ,VISUS3GTHMI21,L21_P3_Z05B_Alarms,L21_P3_Z05B_Warning.518VacPickUP_Low,300,Z05B : LensTransfer PickUP Vacuum Level Low,2026-08-10 16:28:17.000,2026-08-10 16:28:17.983,0,2026-08-10 16:30:08.070,0.016383333333333333
117727558,19556124,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-10 16:28:16.727,2026-08-10 16:28:19.727,3,2026-08-10 16:30:08.150,0.05
117727505,13867663,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-10 16:28:15.407,2026-08-10 16:28:18.407,3,2026-08-10 16:30:08.070,0.05
117727557,19556123,DSC   ,VISUS3GTHMI22,L22_P1_Z03_Alarms,L22_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-10 16:28:14.727,2026-08-10 16:28:15.727,1,2026-08-10 16:30:08.150,0.016666666666666666
117727503,13867662,DSC   ,VISUS3GTHMI21,L21_P1_Z04A_Alarms,L21_P1_Z04A_Warning.Hema_Detect,300,Z04A : HEMARING detected,2026-08-10 16:28:11.390,2026-08-10 16:28:14.390,3,2026-08-10 16:30:08.070,0.05
117727469,23106740,DSC   ,VISUS3GTHMI05,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_0,250,Z05C: Web Guide - Disturbance detected,2026-08-10 16:28:09.727,2026-08-10 16:28:14.523,5,2026-08-10 16:30:07.883,0.07993333333333334
117727556,19556122,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-10 16:28:07.727,2026-08-10 16:28:11.727,4,2026-08-10 16:30:08.150,0.06666666666666667
117727483,21008922,DSC   ,VISUS3GTHMI17,Zone05B,P2_STICK_DI_REM,1,Z5B : DI removal sticking (549PHS),2026-08-10 16:28:07.457,2026-08-10 16:29:22.940,75,2026-08-10 16:30:08.023,1.2580500000000001
117727502,13867660,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-10 16:28:06.390,2026-08-10 16:28:08.390,2,2026-08-10 16:30:08.070,0.03333333333333333
117727555,19556121,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-10 16:27:58.723,2026-08-10 16:28:02.727,4,2026-08-10 16:30:08.150,0.06673333333333333
117727554,19556120,DSC   ,VISUS3GTHMI22,L22_P1_Z04A_Alarms,L22_P1_Z04A_Warning.Hema_Detect,300,Z04A : HEMARING detected,2026-08-10 16:27:57.723,2026-08-10 16:28:00.727,3,2026-08-10 16:30:08.150,0.05006666666666667
117727501,13867659,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-10 16:27:56.373,2026-08-10 16:27:59.390,3,2026-08-10 16:30:08.070,0.05028333333333333
117727553,19556119,DSC   ,VISUS3GTHMI22,L22_P1_Z03_Alarms,L22_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-10 16:27:54.723,2026-08-10 16:27:56.723,2,2026-08-10 16:30:08.150,0.03333333333333333
117727499,13867657,DSC   ,VISUS3GTHMI21,L21_P3_Z05B_Alarms,L21_P3_Z05B_Warning.518VacRelease_High,300,Z05B : LensTransfer Release Level High,2026-08-10 16:27:53.000,2026-08-10 16:27:54.000,1,2026-08-10 16:30:08.070,0.016666666666666666
117727500,13867658,DSC   ,VISUS3GTHMI21,L21_P3_Z05B_Alarms,L21_P3_Z05B_Warning.DI_Inret_Blow_Press_NoinRange,300,Z05B : DI inlet blow pressure not inrange (522PS),2026-08-10 16:27:53.000,2026-08-10 16:27:54.000,1,2026-08-10 16:30:08.070,0.016666666666666666
117727552,19556118,DSC   ,VISUS3GTHMI22,L22_P1_Z03_Alarms,L22_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-10 16:27:51.740,2026-08-10 16:27:53.723,2,2026-08-10 16:30:08.150,0.03305
117727497,13867656,DSC   ,VISUS3GTHMI21,L21_P3_Z05B_Alarms,L21_P3_Z05B_Warning.518VacPickUP_Low,300,Z05B : LensTransfer PickUP Vacuum Level Low,2026-08-10 16:27:51.017,2026-08-10 16:27:52.000,1,2026-08-10 16:30:08.070,0.016383333333333333
117727551,19556117,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-10 16:27:50.723,2026-08-10 16:27:53.723,3,2026-08-10 16:30:08.150,0.05
117727498,13867655,DSC   ,VISUS3GTHMI21,L21_P1_Z04A_Alarms,L21_P1_Z04A_Warning.Hema_Detect,300,Z04A : HEMARING detected,2026-08-10 16:27:49.373,2026-08-10 16:27:53.407,4,2026-08-10 16:30:08.070,0.06723333333333333
117727496,13867654,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-10 16:27:48.373,2026-08-10 16:27:50.390,2,2026-08-10 16:30:08.070,0.03361666666666666
117727550,19556116,DSC   ,VISUS3GTHMI22,L22_P1_Z03_Alarms,L22_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-10 16:27:47.707,2026-08-10 16:27:48.723,1,2026-08-10 16:30:08.150,0.016933333333333335
117727495,13867653,DSC   ,VISUS3GTHMI21,L21_P3_Z05B_Alarms,L21_P3_Z05B_Warning.518VacRelease_High,300,Z05B : LensTransfer Release Level High,2026-08-10 16:27:44.983,2026-08-10 16:27:45.983,1,2026-08-10 16:30:08.070,0.016666666666666666
117727468,23106733,DSC   ,VISUS3GTHMI05,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_10,250,Z05C: Web Guide Sensor 1 - Low contrast Edge detected,2026-08-10 16:27:44.523,2026-08-10 16:27:47.727,3,2026-08-10 16:30:07.883,0.0534
117727494,13867652,DSC   ,VISUS3GTHMI21,L21_P3_Z05B_Alarms,L21_P3_Z05B_Warning.518VacPickUP_Low,300,Z05B : LensTransfer PickUP Vacuum Level Low,2026-08-10 16:27:42.983,2026-08-10 16:27:44.000,2,2026-08-10 16:30:08.070,0.01695
117727549,19556115,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-10 16:27:41.723,2026-08-10 16:27:45.723,4,2026-08-10 16:30:08.150,0.06666666666666667
117727467,23106731,DSC   ,VISUS3GTHMI05,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_10,250,Z05C: Web Guide Sensor 1 - Low contrast Edge detected,2026-08-10 16:27:40.427,2026-08-10 16:27:42.923,2,2026-08-10 16:30:07.883,0.0416
117727491,13867651,DSC   ,VISUS3GTHMI21,L21_P1_Z02A_Alarms,L21_P1_Z02A_Warning.BypassMoldConfirm,300,Z02A : IMM bypass due to Mold confirmation,2026-08-10 16:27:39.390,2026-08-10 16:27:40.373,1,2026-08-10 16:30:08.070,0.016383333333333333
117727492,13867649,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-10 16:27:38.390,2026-08-10 16:27:40.373,2,2026-08-10 16:30:08.070,0.03305
