AlarmSeq,AlarmId,AlarmType,Line,Zone,TagName,Priority,Comment,OriginationTime,ReturnTime,AlarmTime,DateInserted,DurationMinutes
118577010,14115942,DSC   ,VISUS3GTHMI21,L21_P3_Z05B_Alarms,L21_P3_Z05B_Warning.518VacRelease_High,300,Z05B : LensTransfer Release Level High,2026-08-21 20:24:05.270,2026-08-21 20:24:06.270,1,2026-08-21 20:27:07.700,0.016666666666666666
118576956,19922750,DSC   ,VISUS3GTHMI22,L22_P1_Z03_Alarms,L22_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-21 20:24:04.980,2026-08-21 20:24:05.980,1,2026-08-21 20:24:07.713,0.016666666666666666
118576828,23449961,DSC   ,VISUS3GTHMI05,Wa_Zone08,P16_LPR_0_aoi_o_stsrdy,500,Z8  : Laser AOI not ready,2026-08-21 20:24:04.223,2026-08-21 20:24:05.227,1,2026-08-21 20:24:07.450,0.016733333333333333
118577011,14115940,DSC   ,VISUS3GTHMI21,L21_P1_Z03_Alarms,L21_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-21 20:24:02.660,2026-08-21 20:24:07.677,5,2026-08-21 20:27:07.700,0.08361666666666667
118576955,19922749,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-21 20:23:58.997,2026-08-21 20:24:02.997,4,2026-08-21 20:24:07.713,0.06666666666666667
118576827,23449960,DSC   ,VISUS3GTHMI05,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_10,250,Z05C: Web Guide Sensor 1 - Low contrast Edge detected,2026-08-21 20:23:58.583,2026-08-21 20:24:00.687,2,2026-08-21 20:24:07.450,0.03506666666666667
118576901,14115939,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-21 20:23:57.660,2026-08-21 20:23:59.677,2,2026-08-21 20:24:07.637,0.03361666666666666
118576842,15908805,DSC   ,VISUS3GTHMI07,Wa_Zone02B,BC_Returnpallet_Sequence,500,Z2B: BC Loop: Excess Pallets Detected,2026-08-21 20:23:56.633,2026-08-21 20:23:58.870,2,2026-08-21 20:24:07.510,0.037283333333333335
118576900,14115938,DSC   ,VISUS3GTHMI21,L21_P3_Z05B_Alarms,L21_P3_Z05B_Warning.518VacRelease_High,300,Z05B : LensTransfer Release Level High,2026-08-21 20:23:56.253,2026-08-21 20:23:57.253,1,2026-08-21 20:24:07.637,0.016666666666666666
118576902,14115937,DSC   ,VISUS3GTHMI21,L21_P1_Z03_Alarms,L21_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-21 20:23:54.677,2026-08-21 20:24:00.677,6,2026-08-21 20:24:07.637,0.1
118576826,23449959,DSC   ,VISUS3GTHMI05,Wa_Zone08,P16_LPR_0_aoi_o_stsrdy,500,Z8  : Laser AOI not ready,2026-08-21 20:23:53.157,2026-08-21 20:23:55.167,2,2026-08-21 20:24:07.450,0.033499999999999995
118576954,19922748,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-21 20:23:51.997,2026-08-21 20:23:56.010,5,2026-08-21 20:24:07.713,0.06688333333333334
118576952,19922746,DSC   ,VISUS3GTHMI22,L22_P3_Z05B_Alarms,L22_P3_Z05B_Warning.518VacRelease_High,300,Z05B : LensTransfer Release Level High,2026-08-21 20:23:50.340,2026-08-21 20:23:51.340,1,2026-08-21 20:24:07.713,0.016666666666666666
118576899,14115936,DSC   ,VISUS3GTHMI21,L21_P1_Z03_Alarms,L21_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-21 20:23:49.660,2026-08-21 20:23:51.677,2,2026-08-21 20:24:07.637,0.03361666666666666
118576953,19922745,DSC   ,VISUS3GTHMI22,L22_P1_Z04A_Alarms,L22_P1_Z04A_Warning.Hema_Detect,300,Z04A : HEMARING detected,2026-08-21 20:23:48.997,2026-08-21 20:23:51.997,3,2026-08-21 20:24:07.713,0.05
118576951,19922744,DSC   ,VISUS3GTHMI22,L22_P3_Z05B_Alarms,L22_P3_Z05B_Warning.518VacPickUP_Low,300,Z05B : LensTransfer PickUP Vacuum Level Low,2026-08-21 20:23:48.353,2026-08-21 20:23:49.357,1,2026-08-21 20:24:07.713,0.016733333333333333
118576960,53359028,DSC   ,VISUS3GTHMI02,Zone05B,P2_527PHS2_OF_ER,1,Z5B : 527PHS-2 still ON,2026-08-21 20:23:47.950,2026-08-21 20:25:38.960,111,2026-08-21 20:27:07.480,1.8501666666666667
118576898,14115935,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-21 20:23:46.660,2026-08-21 20:23:49.660,3,2026-08-21 20:24:07.637,0.05
118576950,19922743,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-21 20:23:45.993,2026-08-21 20:23:48.997,3,2026-08-21 20:24:07.713,0.05006666666666667
118576825,23449957,DSC   ,VISUS3GTHMI05,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_0,250,Z05C: Web Guide - Disturbance detected,2026-08-21 20:23:45.787,2026-08-21 20:23:50.983,5,2026-08-21 20:24:07.450,0.0866
118576896,14115934,DSC   ,VISUS3GTHMI21,L21_P1_Z03_Alarms,L21_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-21 20:23:44.660,2026-08-21 20:23:46.660,2,2026-08-21 20:24:07.637,0.03333333333333333
118576841,15908804,DSC   ,VISUS3GTHMI07,Wa_Zone02B,BC_Returnpallet_Sequence,500,Z2B: BC Loop: Excess Pallets Detected,2026-08-21 20:23:43.127,2026-08-21 20:23:45.383,2,2026-08-21 20:24:07.510,0.037599999999999995
118576823,23449956,DSC   ,VISUS3GTHMI05,Wa_Zone08,P16_LPR_0_aoi_o_stsrdy,500,Z8  : Laser AOI not ready,2026-08-21 20:23:43.087,2026-08-21 20:23:44.093,1,2026-08-21 20:24:07.450,0.016766666666666666
118576897,14115933,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.ShingleCurve,300,Z02B : Shingle curve detected,2026-08-21 20:23:42.660,2026-08-21 20:23:47.660,5,2026-08-21 20:24:07.637,0.08333333333333333
118576894,14115931,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-21 20:23:37.660,2026-08-21 20:23:39.660,2,2026-08-21 20:24:07.637,0.03333333333333333
118576895,14115932,DSC   ,VISUS3GTHMI21,L21_P1_Z03_Alarms,L21_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-21 20:23:37.660,2026-08-21 20:23:41.660,4,2026-08-21 20:24:07.637,0.06666666666666667
118576958,53359021,DSC   ,VISUS3GTHMI02,Zone05B,P2_SLIP_PUCK,1,Z5B : Reject WB. outlet puck slipped(548PRS),2026-08-21 20:23:37.483,2026-08-21 20:24:29.447,52,2026-08-21 20:27:07.480,0.8660666666666667
118576852,81354634,DSC   ,VISUS3GTHMI18,Zone08,P3_625MAG_Fail,1,Z8  : Vacuum rail blower magnet feed back error,2026-08-21 20:23:37.007,2026-08-21 20:23:59.073,22,2026-08-21 20:24:07.590,0.36776666666666663
118576794,53359019,DSC   ,VISUS3GTHMI02,Zone05B,P2_518VAC_ERR_P,1,Z5B : Lens transfer vacuum error for pickup,2026-08-21 20:23:36.457,2026-08-21 20:23:43.970,7,2026-08-21 20:24:07.417,0.12521666666666667
118576851,81354632,DSC   ,VISUS3GTHMI18,Disc_Alarm,PSS2_FB_ERR2_0,1,PSS2: 2CMS1CR Feedback Error,2026-08-21 20:23:35.000,2026-08-21 20:23:49.003,14,2026-08-21 20:24:07.590,0.23338333333333333
118576949,19922742,DSC   ,VISUS3GTHMI22,L22_P3_Z05B_Alarms,L22_P3_Z05B_Warning.518VacRelease_High,300,Z05B : LensTransfer Release Level High,2026-08-21 20:23:33.337,2026-08-21 20:23:34.353,1,2026-08-21 20:24:07.713,0.016933333333333335
118576822,23449952,DSC   ,VISUS3GTHMI05,Wa_Zone08,P16_LPR_0_aoi_o_stsrdy,500,Z8  : Laser AOI not ready,2026-08-21 20:23:32.007,2026-08-21 20:23:34.023,2,2026-08-21 20:24:07.450,0.0336
118576893,14115930,DSC   ,VISUS3GTHMI21,L21_P1_Z04A_Alarms,L21_P1_Z04A_Warning.Hema_Detect,300,Z04A : HEMARING detected,2026-08-21 20:23:31.660,2026-08-21 20:23:34.677,3,2026-08-21 20:24:07.637,0.05028333333333333
118576947,19922741,DSC   ,VISUS3GTHMI22,L22_P3_Z05B_Alarms,L22_P3_Z05B_Warning.518VacPickUP_Low,300,Z05B : LensTransfer PickUP Vacuum Level Low,2026-08-21 20:23:31.353,2026-08-21 20:23:32.337,1,2026-08-21 20:24:07.713,0.0164
118576824,23449954,DSC   ,VISUS3GTHMI05,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_2,250,Z05C: Web Guide - Upstream misalignment detected,2026-08-21 20:23:30.583,2026-08-21 20:23:44.383,14,2026-08-21 20:24:07.450,0.23
118576892,14115929,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-21 20:23:29.660,2026-08-21 20:23:32.660,3,2026-08-21 20:24:07.637,0.05
118576840,15908802,DSC   ,VISUS3GTHMI07,Wa_Zone02B,BC_Returnpallet_Sequence,500,Z2B: BC Loop: Excess Pallets Detected,2026-08-21 20:23:29.633,2026-08-21 20:23:32.427,3,2026-08-21 20:24:07.510,0.046566666666666666
118576948,19922740,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-21 20:23:28.993,2026-08-21 20:23:32.993,4,2026-08-21 20:24:07.713,0.06666666666666667
118576946,19922739,DSC   ,VISUS3GTHMI22,L22_P1_Z02A_Alarms,L22_P1_Z02A_Warning.BypassMoldConfirm,300,Z02A : IMM bypass due to Mold confirmation,2026-08-21 20:23:26.977,2026-08-21 20:23:28.977,2,2026-08-21 20:24:07.713,0.03333333333333333
118576945,19922738,DSC   ,VISUS3GTHMI22,L22_P4_Z08_Alarms,L22_P4_Z08_Warning.Camera3_InspectNG,300,Z08 : Camera3 Inspection failure,2026-08-21 20:23:26.680,2026-08-21 20:23:28.667,2,2026-08-21 20:24:07.713,0.03311666666666667
118576787,14224417,DSC   ,VISUS3GTHMI01,Zone10,P3_1019PHSUKNOW,1,Z10 : 1019PHS Carton jam (Remove carton),2026-08-21 20:23:23.417,2026-08-21 20:23:45.387,22,2026-08-21 20:24:07.387,0.36616666666666664
118576943,19922737,DSC   ,VISUS3GTHMI22,L22_P3_Z05B_Alarms,L22_P3_Z05B_Warning.518VacPickUP_Low,300,Z05B : LensTransfer PickUP Vacuum Level Low,2026-08-21 20:23:22.337,2026-08-21 20:23:23.337,1,2026-08-21 20:24:07.713,0.016666666666666666
118576820,23449949,DSC   ,VISUS3GTHMI05,Wa_Zone08,P16_LPR_0_aoi_o_stsrdy,500,Z8  : Laser AOI not ready,2026-08-21 20:23:21.933,2026-08-21 20:23:23.947,2,2026-08-21 20:24:07.450,0.03356666666666666
118576821,23449950,DSC   ,VISUS3GTHMI05,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_0,250,Z05C: Web Guide - Disturbance detected,2026-08-21 20:23:21.287,2026-08-21 20:23:26.283,5,2026-08-21 20:24:07.450,0.08326666666666667
118576944,19922736,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-21 20:23:20.993,2026-08-21 20:23:24.993,4,2026-08-21 20:24:07.713,0.06666666666666667
118576972,23449948,DSC   ,VISUS3GTHMI05,Wa_Zone04B,P6_Z04B_Wrn_HE_PEL_Delta,500,Z04B : Hydration Enclosure delta between 4004PEL and 4005PEL,2026-08-21 20:23:20.140,2026-08-21 20:25:20.147,120,2026-08-21 20:27:07.497,2.0001166666666665
118576891,14115928,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-21 20:23:18.677,2026-08-21 20:23:21.660,3,2026-08-21 20:24:07.637,0.049716666666666666
118576839,15908801,DSC   ,VISUS3GTHMI07,Wa_Zone02B,BC_Returnpallet_Sequence,500,Z2B: BC Loop: Excess Pallets Detected,2026-08-21 20:23:16.697,2026-08-21 20:23:18.937,2,2026-08-21 20:24:07.510,0.037333333333333336
