AlarmSeq,AlarmId,AlarmType,Line,Zone,TagName,Priority,Comment,OriginationTime,ReturnTime,AlarmTime,DateInserted,DurationMinutes
117230093,13743310,DSC   ,VISUS3GTHMI21,L21_P3_Z05A_Alarms,L21_P3_Z05A_Warning.RBT_Parts_Reject,300,Z05A : Robot Parts Reject,2026-08-03 15:18:52.630,2026-08-03 15:18:54.647,2,2026-08-03 15:21:07.647,0.03361666666666666
117230046,13917141,DSC   ,VISUS3GTHMI01,Zone05C,P17_Foil_EdgeGuide_ALM_10,1,Z05C: PLC17 515ACT Not Ready,2026-08-03 15:18:51.770,2026-08-03 15:19:11.780,20,2026-08-03 15:21:07.383,0.3335
117230042,13917138,DSC   ,VISUS3GTHMI01,Zone05P17,FMD_Alm_Heartbeat_Loss,1,Zone05P17: Heartbeat loss between AB Driver and FMD system,2026-08-03 15:18:51.770,2026-08-03 15:19:09.767,18,2026-08-03 15:21:07.383,0.29995
117230043,13917140,DSC   ,VISUS3GTHMI01,Zone05C,P17_Foil_EdgeGuide_ALM_9,1,Z05C: PLC17 515ACT In Alarm State,2026-08-03 15:18:51.770,2026-08-03 15:19:10.767,19,2026-08-03 15:21:07.383,0.31661666666666666
117230058,22870239,DSC   ,VISUS3GTHMI05,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_2,250,Z05C: Web Guide - Upstream misalignment detected,2026-08-03 15:18:51.663,2026-08-03 15:18:56.363,5,2026-08-03 15:21:07.507,0.07833333333333334
117230040,13917136,DSC   ,VISUS3GTHMI01,Zone05C,P17_Foil_WebGuide_GlobalAlm_1,1,Z05C: PLC17 PE303 - IE4C Slot 1 Channel 0 Low Alarm,2026-08-03 15:18:47.773,2026-08-03 15:18:48.770,1,2026-08-03 15:21:07.383,0.016616666666666665
117230041,13917137,DSC   ,VISUS3GTHMI01,Zone05C,P17_Foil_WebGuide_GlobalAlm_0,1,Z05C: PLC17 PE303 - IE4C Slot 1 Channel 0 Fault,2026-08-03 15:18:47.773,2026-08-03 15:18:48.770,1,2026-08-03 15:21:07.383,0.016616666666666665
117230148,19325178,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-03 15:18:47.403,2026-08-03 15:18:50.403,3,2026-08-03 15:21:07.727,0.05
117230083,47981086,DSC   ,VISUS3GTHMI20,Zone05B,P2_21IDC_FAULT,1,"PLC2: IDC to 511,512,513,514 disconnect",2026-08-03 15:18:47.327,2026-08-03 15:18:55.347,8,2026-08-03 15:21:07.633,0.13366666666666666
117230071,20469528,DSC   ,VISUS3GTHMI09,Wa_Zone04B,P6_Z04B_Wrn_HE_PEL_Delta,500,Z04B : Hydration Enclosure delta between 4004PEL and 4005PEL,2026-08-03 15:18:47.327,2026-08-03 15:19:23.317,36,2026-08-03 15:21:07.553,0.5998333333333333
117230147,19325177,DSC   ,VISUS3GTHMI22,L22_P1_Z03_Alarms,L22_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-03 15:18:46.417,2026-08-03 15:18:48.403,2,2026-08-03 15:21:07.727,0.0331
117230080,79421326,DSC   ,VISUS3GTHMI18,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_2,1,Z05C: Web Guide - Upstream misalignment detected,2026-08-03 15:18:41.733,2026-08-03 15:18:53.137,12,2026-08-03 15:21:07.617,0.19006666666666666
117230057,22870236,DSC   ,VISUS3GTHMI05,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_0,250,Z05C: Web Guide - Disturbance detected,2026-08-03 15:18:40.667,2026-08-03 15:18:42.767,2,2026-08-03 15:21:07.507,0.035
117230090,13743309,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-03 15:18:37.070,2026-08-03 15:18:40.070,3,2026-08-03 15:21:07.647,0.05
117230146,19325175,DSC   ,VISUS3GTHMI22,L22_P3_Z05B_Alarms,L22_P3_Z05B_Warning.518VacPickUP_Low,300,Z05B : LensTransfer PickUP Vacuum Level Low,2026-08-03 15:18:35.777,2026-08-03 15:18:36.760,1,2026-08-03 15:21:07.727,0.016383333333333333
117230056,22870233,DSC   ,VISUS3GTHMI05,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_10,250,Z05C: Web Guide Sensor 1 - Low contrast Edge detected,2026-08-03 15:18:34.573,2026-08-03 15:18:36.273,2,2026-08-03 15:21:07.507,0.028333333333333332
117230037,13917132,DSC   ,VISUS3GTHMI01,Zone05P17,FMD_Alm_Heartbeat_Loss,1,Zone05P17: Heartbeat loss between AB Driver and FMD system,2026-08-03 15:18:32.773,2026-08-03 15:18:47.770,15,2026-08-03 15:21:07.383,0.24995
117230038,13917130,DSC   ,VISUS3GTHMI01,Zone05C,P17_Foil_EdgeGuide_ALM_9,1,Z05C: PLC17 515ACT In Alarm State,2026-08-03 15:18:31.773,2026-08-03 15:18:47.773,16,2026-08-03 15:21:07.383,0.26666666666666666
117230039,13917131,DSC   ,VISUS3GTHMI01,Zone05C,P17_Foil_EdgeGuide_ALM_10,1,Z05C: PLC17 515ACT Not Ready,2026-08-03 15:18:31.773,2026-08-03 15:18:47.773,16,2026-08-03 15:21:07.383,0.26666666666666666
117230091,13743308,DSC   ,VISUS3GTHMI21,L21_P3_Z05B_Alarms,L21_P3_Z05B_Alarm.Seal_Press_Error,100,Z05B : DI removal seal pressure out of range,2026-08-03 15:18:30.663,2026-08-03 15:18:48.663,18,2026-08-03 15:21:07.647,0.3
117230144,19325173,DSC   ,VISUS3GTHMI22,L22_P1_Z02A_Alarms,L22_P1_Z02A_Warning.BypassMoldConfirm,300,Z02A : IMM bypass due to Mold confirmation,2026-08-03 15:18:30.417,2026-08-03 15:18:33.417,3,2026-08-03 15:21:07.727,0.05
117230145,19325174,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-03 15:18:30.417,2026-08-03 15:18:34.417,4,2026-08-03 15:21:07.727,0.06666666666666667
117230089,13743307,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-03 15:18:29.070,2026-08-03 15:18:31.070,2,2026-08-03 15:21:07.647,0.03333333333333333
117230060,22870230,DSC   ,VISUS3GTHMI05,Wa_Zone04B,P6_Z04B_Wrn_HE_PEL_Delta,500,Z04B : Hydration Enclosure delta between 4004PEL and 4005PEL,2026-08-03 15:18:27.030,2026-08-03 15:19:38.027,71,2026-08-03 15:21:07.507,1.1832833333333332
117230088,13743306,DSC   ,VISUS3GTHMI21,L21_P1_Z03_Alarms,L21_P1_Z03_Warning.Demold_High_Temp,300,Z03 : Demold power out of range,2026-08-03 15:18:23.053,2026-08-03 15:18:25.053,2,2026-08-03 15:21:07.647,0.03333333333333333
117230143,19325171,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-03 15:18:22.417,2026-08-03 15:18:25.417,3,2026-08-03 15:21:07.727,0.05
117230087,13743305,DSC   ,VISUS3GTHMI21,L21_P1_Z02B_Alarms,L21_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-03 15:18:21.070,2026-08-03 15:18:23.053,2,2026-08-03 15:21:07.647,0.03305
117230142,19325170,DSC   ,VISUS3GTHMI22,L22_P3_Z05B_Alarms,L22_P3_Z05B_Warning.518VacRelease_High,300,Z05B : LensTransfer Release Level High,2026-08-03 15:18:20.760,2026-08-03 15:18:21.760,1,2026-08-03 15:21:07.727,0.016666666666666666
117230070,20469522,DSC   ,VISUS3GTHMI09,Zone05B,P2_514ID_NOREAD,1,Z5B : 514IDR no read,2026-08-03 15:18:19.217,2026-08-03 15:18:52.830,33,2026-08-03 15:21:07.553,0.5602166666666667
117230141,19325169,DSC   ,VISUS3GTHMI22,L22_P3_Z05B_Alarms,L22_P3_Z05B_Warning.518VacPickUP_Low,300,Z05B : LensTransfer PickUP Vacuum Level Low,2026-08-03 15:18:18.777,2026-08-03 15:18:19.777,1,2026-08-03 15:21:07.727,0.016666666666666666
117230086,13743304,DSC   ,VISUS3GTHMI21,L21_P1_Z04A_Alarms,L21_P1_Z04A_Warning.Hema_Detect,300,Z04A : HEMARING detected,2026-08-03 15:18:17.070,2026-08-03 15:18:21.070,4,2026-08-03 15:21:07.647,0.06666666666666667
117230054,22870225,DSC   ,VISUS3GTHMI05,Ru_Zone05C,P7_Foil_WebGuide_Z05C_RunAlm_10,250,Z05C: Web Guide Sensor 1 - Low contrast Edge detected,2026-08-03 15:18:14.687,2026-08-03 15:18:15.383,1,2026-08-03 15:21:07.507,0.0116
117230140,19325167,DSC   ,VISUS3GTHMI22,L22_P1_Z02B_Alarms,L22_P1_Z02B_Warning.CoolingAirFlowLow,300,Z02B : FC cooling air flow low,2026-08-03 15:18:14.417,2026-08-03 15:18:18.417,4,2026-08-03 15:21:07.727,0.06666666666666667
